Recency,Frequency,Monetary,Cluster_2,Cluster_4,Segment,PCA1,PCA2
197,2,993.54,0,1,At Risk,-0.6314971598593551,0.943769118569736
18,7,2298.93,1,0,Champions,1.5488646049065653,0.13845096794566322
18,5,1422.52,1,3,Regular Customers,1.0610780945502134,-0.14631866847423813
311,6,319.5,0,1,At Risk,-0.5754515451774898,1.1437266207380943
142,4,1300.25,0,3,Regular Customers,0.08249286238666118,1.0307712980491546
246,1,484.95,0,1,At Risk,-1.4224327577736717,0.6680135735890596
24,4,996.1,1,3,Regular Customers,0.622451240010876,-0.17175506686865114
29,3,1567.48,1,3,Regular Customers,0.5656886678502677,0.02345692643897052
10,3,3509.43,1,3,Regular Customers,1.3309427425458487,-0.31915781633256773
30,10,2760.56,1,0,Champions,1.7367456415226814,0.6372271772211872
18,1,340.11,0,2,Recent Customers,-0.6104312252826473,-1.0868920480959532
18,4,1352.75,1,3,Regular Customers,0.8722741493810151,-0.23436304628593427
15,5,1551.78,1,3,Regular Customers,1.1679353983340095,-0.223606190181089
134,1,244.8,0,1,At Risk,-1.5148411064075318,0.03680719340046113
246,1,266.4,0,1,At Risk,-1.7056743571685162,0.45045246532860517
134,1,358.82,0,1,At Risk,-1.3341471989472728,0.175600247976333
50,2,457.72,0,2,Recent Customers,-0.4802599426765451,-0.19796373777461382
114,3,1633.78,0,3,Regular Customers,0.07201530694930315,0.8903771186347971
7,2,2199.31,1,2,Recent Customers,0.9707819996553452,-0.8012156400529579
23,2,184.19,0,2,Recent Customers,-0.622407059385583,-1.0061610436208617
25,15,11528.48,1,0,Champions,2.8206021547897837,1.1895399718311093
66,1,406.53,0,1,At Risk,-1.0074887997727,-0.22317661443279163
60,4,1471.0,1,3,Regular Customers,0.4664057993987846,0.5355816335075191
50,11,3447.4,1,0,Champions,1.7306224340627236,1.0670034939992201
170,1,330.11,0,1,At Risk,-1.4638748205023648,0.29517080333171214
18,5,977.9300000000001,1,3,Regular Customers,0.8835410632232611,-0.2826868904278168
128,3,982.42,0,3,Regular Customers,-0.21284749310444853,0.7781053069731856
15,8,1387.99,1,0,Champions,1.4819708162328318,-0.10910563296861338
239,1,139.05,0,1,At Risk,-2.001350427058743,0.19667944588262307
3,4,1286.7,1,2,Recent Customers,1.4437646231603523,-1.2403446452656754
240,2,178.96,0,1,At Risk,-1.517161794006226,0.4457325743438101
52,7,2354.25,1,3,Regular Customers,1.1682606527966144,0.7974324380221578
46,1,498.74,0,1,At Risk,-0.7753381832025465,-0.3736474310033619
226,1,259.45,0,1,At Risk,-1.6859058609648996,0.3873327513165228
8,17,6580.44,1,0,Champions,3.06659334143242,0.35787702234780444
4,4,1194.73,1,2,Recent Customers,1.3233889241955616,-1.1258737710285927
165,2,1327.16,0,3,Regular Customers,-0.4270001065468764,0.9373725713650952
240,1,623.5,0,1,At Risk,-1.294099059205349,0.7437832440543816
11,1,301.29,0,2,Recent Customers,-0.4921774069739507,-1.4222085865917042
134,1,520.8000000000001,0,1,At Risk,-1.1579128397296559,0.3109678726009441
17,10,5291.33,1,0,Champions,2.252826239766072,0.5295112089551122
10,13,4745.69,1,0,Champions,2.607576027352391,0.26993248155365507
31,1,329.25,0,2,Recent Customers,-0.8249069417309968,-0.7682070719978
75,1,254.28,0,1,At Risk,-1.2774240577038503,-0.3136327392984581
1,3,961.49,1,2,Recent Customers,1.3686099743891333,-1.8711283056727872
4,3,1936.07,1,2,Recent Customers,1.35021699502031,-1.0355312778899237
45,1,401.40000000000003,0,1,At Risk,-0.8698445534839505,-0.46618269586176075
2,30,18641.010000000002,1,0,Champions,4.471831161228979,0.2485673440046235
357,1,158.16,0,1,At Risk,-2.0934596935286485,0.4967721929339461
18,2,304.47,0,2,Recent Customers,-0.29586637632748214,-0.9719848288408554
69,3,824.58,0,3,Regular Customers,-0.06227913123975958,0.3268518305813094
373,1,487.75,0,1,At Risk,-1.578187098516008,0.9331054361058961
321,1,158.8,0,1,At Risk,-2.051072185876114,0.4310483232027363
26,1,106.56,0,2,Recent Customers,-1.2919140821994333,-1.2844769595036263
331,1,1289.5,0,1,At Risk,-1.0723094702269085,1.211208773477788
9,5,1624.05,1,0,Champions,1.3690459940115063,-0.5049900819235655
323,1,135.75,0,1,At Risk,-2.127296049953093,0.3782420441073852
72,1,224.14,0,1,At Risk,-1.3216117260533724,-0.38492191010686755
260,1,40.5,0,1,At Risk,-2.610111272912495,-0.1931289752644822
18,5,2206.95,1,3,Regular Customers,1.2692000501965863,0.013542183252692715
367,1,87.5,0,1,At Risk,-2.382269142240563,0.3004828842113561
66,3,689.4799999999999,0,3,Regular Customers,-0.1302778177597086,0.23400077263903984
154,2,622.85,0,1,At Risk,-0.7591001383017073,0.6187009495185288
29,2,402.2,0,2,Recent Customers,-0.33873053202965636,-0.5813330384353111
70,1,310.62,0,1,At Risk,-1.1568700025381145,-0.2841433701361145
14,2,411.41,0,2,Recent Customers,-0.06324075572765843,-1.0125182556184236
2,16,4777.18,1,0,Champions,3.282718933273997,-0.47705293454111164
1,41,16225.39,1,0,Champions,4.83570568424141,0.05714918049369584
120,3,1044.32,0,3,Regular Customers,-0.15944784584247826,0.7597513284346211
61,1,499.32,0,1,At Risk,-0.8805965937324295,-0.19763311640640305
3,15,7616.53,1,0,Champions,3.339110675841902,-0.14800892324925016
3,1,3861.0,1,2,Recent Customers,1.13542701379654,-1.1908283505166217
11,3,1079.6100000000001,1,2,Recent Customers,0.7390484024112228,-0.6931083663333603
92,2,193.64,0,1,At Risk,-1.1162423722413315,-0.12933971395941793
59,4,1268.7,1,3,Regular Customers,0.4026201531625862,0.47125865352074353
87,5,1236.54,1,3,Regular Customers,0.4091290195375351,0.7744490820570553
26,6,1827.8,1,3,Regular Customers,1.1851186631306188,0.2266538774302653
357,1,316.58,0,1,At Risk,-1.7659036596227538,0.7483717245925097
85,2,653.24,0,1,At Risk,-0.5115207092207554,0.2625865005192078
10,4,420.29999999999995,1,2,Recent Customers,0.5275763612602896,-1.0059682569461503
1,5,870.12,1,2,Recent Customers,1.688205374533686,-1.752357062579869
225,1,331.18,0,1,At Risk,-1.5688733656371845,0.47313246793635694
60,2,894.4100000000001,0,3,Regular Customers,-0.23152099384113464,0.1591363906053771
241,1,101.8,0,1,At Risk,-2.1511361606407053,0.08932323177805537
319,2,328.35,0,1,At Risk,-1.3388942430200352,0.8455887837320585
2,8,1661.44,1,0,Champions,2.206636747209811,-1.1048483856950333
47,3,734.94,0,3,Regular Customers,0.02734822096531117,0.045810716939410585
88,1,96.6,0,1,At Risk,-1.793635440451196,-0.5637087642476144
11,11,5756.89,1,0,Champions,2.52642353205379,0.336462865459619
176,1,305.75,0,1,At Risk,-1.5132822831127686,0.2892012229311444
52,6,1778.96,1,3,Regular Customers,0.9146432073470007,0.6443564473659771
366,1,403.25,0,1,At Risk,-1.660972723896256,0.8519954924037194
319,1,585.0,0,1,At Risk,-1.432575933160813,0.9003444421418251
226,2,755.75,0,1,At Risk,-0.8132715476430293,0.9308995015633399
358,2,322.08,0,1,At Risk,-1.3919383104534548,0.9114919068258843
234,1,409.40000000000003,0,1,At Risk,-1.4835278768686742,0.5749009218265891
311,1,154.41,0,1,At Risk,-2.0522289707854653,0.400903321846269
37,5,1219.4,1,3,Regular Customers,0.7232991092751576,0.2370214957018328
66,4,3386.71,1,3,Regular Customers,0.8257911278284524,0.8986327064685969
239,2,429.6,0,1,At Risk,-1.1018988049026193,0.76084487740722
113,2,612.06,0,1,At Risk,-0.6500128250304419,0.41758461304130734
277,1,197.0,0,1,At Risk,-1.893312656494714,0.4159688550227788
218,12,2247.51,1,3,Regular Customers,1.0436157488410926,1.8656727444596268
299,1,321.05,0,1,At Risk,-1.6917580174419633,0.6414137362969851
2,4,1412.32,1,2,Recent Customers,1.5977948324428382,-1.388815091657277
29,3,1071.99,1,3,Regular Customers,0.3856717861007463,-0.11481609695411049
10,2,780.59,1,2,Recent Customers,0.3583712913012015,-0.9762963040545991
45,5,1706.57,1,3,Regular Customers,0.809581749700656,0.48047180911641807
67,8,1756.44,1,3,Regular Customers,1.0408106099609158,0.8938387159345961
74,1,316.68,0,1,At Risk,-1.1686743606632042,-0.242383854336622
65,2,631.57,0,3,Regular Customers,-0.42637983936820545,0.08252076236111527
134,3,2515.84,0,3,Regular Customers,0.21536091810783625,1.1491767448279187
238,2,514.15,0,1,At Risk,-1.0152979071875707,0.823491973407147
122,1,356.0,0,1,At Risk,-1.3023175582853603,0.1137212829798215
32,13,6688.46,1,0,Champions,2.3505842812739615,1.0913354988528225
9,11,10484.99,1,0,Champions,2.880311557711643,0.4392118728113485
36,2,740.78,0,2,Recent Customers,-0.12978865062070083,-0.22635744566788238
16,5,918.1999999999999,1,3,Regular Customers,0.8961779010248182,-0.3761258083966668
127,1,300.36,0,1,At Risk,-1.397874895664145,0.07727382011097739
67,1,890.85,0,1,At Risk,-0.6417973667183232,0.07145396602850959
149,1,98.45,0,1,At Risk,-1.9841345253905953,-0.22595606115001746
283,1,317.15,0,1,At Risk,-1.6765984175987814,0.6022314199915976
169,2,623.16,0,1,At Risk,-0.7941510059378425,0.677440645776306
100,7,1810.77,1,3,Regular Customers,0.797546206870253,1.1106661249152272
135,1,254.82,0,1,At Risk,-1.4987149923963,0.05603780984699687
324,1,178.95000000000002,0,1,At Risk,-1.9983058784919152,0.48017866085700456
107,1,156.51,0,1,At Risk,-1.6406138076520387,-0.2667330790482156
64,1,393.74,0,1,At Risk,-1.0110317238095792,-0.25400172919246555
151,2,1506.1200000000001,0,3,Regular Customers,-0.3334071896692457,0.9275558282696145
338,1,119.3,0,1,At Risk,-2.205354512768579,0.36025327941331925
22,5,1717.36,1,3,Regular Customers,1.077349313336677,0.04335507216565037
24,1,408.8,0,2,Recent Customers,-0.628274967781525,-0.8460982204640057
16,7,2379.49,1,0,Champions,1.6076766422968274,0.08047974828853646
7,15,2493.34,1,0,Champions,2.5449692925497622,-0.11520593049547344
57,2,721.94,0,3,Regular Customers,-0.313704689983936,0.04924295538150553
4,2,716.57,1,2,Recent Customers,0.6190391878376966,-1.5072525499156313
38,1,615.14,0,2,Recent Customers,-0.6047810677260551,-0.41567159280756444
66,1,128.63,0,1,At Risk,-1.5506009490299306,-0.6403472608158565
47,1,255.89999999999998,0,1,At Risk,-1.098884154501153,-0.6026428472760749
355,1,290.51,0,1,At Risk,-1.8043776143864627,0.7136241723711334
172,1,113.12,0,1,At Risk,-1.9733872660536238,-0.08540823180682057
59,9,2332.15,1,3,Regular Customers,1.3183165284669645,0.9579971108386213
50,1,240.55,0,1,At Risk,-1.1512555588196416,-0.5866495011885109
22,2,486.69,0,2,Recent Customers,-0.14702566633602068,-0.6804829475263421
43,5,2306.52,1,3,Regular Customers,0.9693314438419963,0.561954902375237
29,3,939.78,1,3,Regular Customers,0.32332265133388916,-0.16270717964796416
5,18,7943.22,1,0,Champions,3.3596353543399284,0.19005990988117127
26,15,4668.3,1,0,Champions,2.3775971322211844,0.8842613564256718
201,1,178.39,0,1,At Risk,-1.8181217302587795,0.17757054148560988
51,6,3672.86,1,3,Regular Customers,1.2655173482921616,0.8962024842103524
10,3,641.94,1,2,Recent Customers,0.5260909885513171,-0.9373736432398354
2,12,4799.9,1,0,Champions,3.0422265700586086,-0.5779415404911707
67,7,4507.01,1,3,Regular Customers,1.3808867437661057,1.1918639595062084
64,1,496.44,0,1,At Risk,-0.9013843764730177,-0.16978034908683018
51,12,5049.95,1,0,Champions,1.9766013347303812,1.2489356274253383
290,1,574.02,0,1,At Risk,-1.4052556271976457,0.8332330602722828
61,8,694.4000000000001,1,3,Regular Customers,0.6364949618527939,0.49761657959003663
64,3,1174.35,0,3,Regular Customers,0.1335183452268149,0.40852186471627094
96,1,205.3,0,1,At Risk,-1.471632179210279,-0.23655284096518622
274,1,310.47,0,1,At Risk,-1.6743584367825572,0.5740882984898694
1,91,60632.75,1,0,Champions,6.170262206807969,0.8371889225706212
75,4,924.85,0,3,Regular Customers,0.16257055069112722,0.5060896350107931
110,1,52.0,0,1,At Risk,-2.16752898981051,-0.646054131261845
199,1,327.97,0,1,At Risk,-1.5267907281414188,0.3921177440237888
64,2,570.5,0,1,At Risk,-0.4686870039462354,0.03586581107509924
327,1,165.0,0,1,At Risk,-2.0400760418168518,0.4566154349504277
4,1,312.62,0,2,Recent Customers,-0.14030342998321502,-1.9637986545985358
284,1,204.5,0,1,At Risk,-1.8851835772010184,0.44527436783988456
44,1,267.13,0,1,At Risk,-1.0539438068933942,-0.6279736388781634
71,3,2748.31,1,3,Regular Customers,0.49737783445047024,0.7828550844766118
86,1,679.68,0,1,At Risk,-0.8640413475773316,0.12924596822218815
104,1,161.74,0,1,At Risk,-1.6143643511835815,-0.27269491666107076
334,1,311.71,0,1,At Risk,-1.74786542302785,0.7006485900748426
53,1,208.75,0,1,At Risk,-1.2400218265033087,-0.6018258635151159
39,3,1049.7,0,3,Regular Customers,0.265824081704808,0.05991032194338209
32,2,714.96,0,2,Recent Customers,-0.10288269955809953,-0.31178945047305356
366,4,1661.06,0,3,Regular Customers,-0.1615055780214052,1.71739940216831
208,1,1028.56,0,1,At Risk,-1.0026314144003363,0.8355496881294789
157,3,350.82,0,1,At Risk,-0.7777024275202813,0.5322848416455929
54,1,170.22,0,1,At Risk,-1.3432691234554999,-0.6641151644908975
66,2,574.07,0,1,At Risk,-0.47731088309772285,0.057345465311660314
81,1,2020.52,0,3,Regular Customers,-0.32530697681411436,0.48816502024347846
130,1,406.09,0,1,At Risk,-1.264132468025623,0.20148694672194595
87,1,364.5,0,1,At Risk,-1.16324935026563,-0.08998068237024252
1,3,563.94,1,2,Recent Customers,1.1159779269245451,-2.065177867410659
46,1,393.54,0,1,At Risk,-0.8874131159034447,-0.4597334671601929
333,1,252.42000000000002,0,1,At Risk,-1.846404224699556,0.6221874532197939
366,1,201.60000000000002,0,1,At Risk,-1.988519339699317,0.6004031948975349
72,1,158.04,0,1,At Risk,-1.4864124032561237,-0.5115071929569422
158,2,463.90999999999997,0,1,At Risk,-0.908266181762429,0.5277529115977758
373,1,115.65,0,1,At Risk,-2.2574970190122285,0.41131972570445674
12,7,1934.66,1,0,Champions,1.6120700810592545,-0.1649209923853671
255,2,770.12,0,1,At Risk,-0.8502788180714982,1.0139670498109379
29,2,277.05,0,2,Recent Customers,-0.5149417983682136,-0.7166829251557024
31,10,2718.03,1,0,Champions,1.7172585526213469,0.6517011696885336
5,22,8347.2,1,0,Champions,3.5560325216957187,0.2812073287247227
40,1,427.93,0,2,Recent Customers,-0.7956148340357408,-0.5158758792761645
362,1,418.92,0,1,At Risk,-1.638753925937306,0.8588991315113114
373,1,326.0,0,1,At Risk,-1.76874592196818,0.7867350268593744
96,2,913.19,0,3,Regular Customers,-0.39886393411686183,0.4607390686147497
26,7,2314.32,1,3,Regular Customers,1.417793561315437,0.36364365828371753
75,2,602.51,0,1,At Risk,-0.502570300636162,0.15482764863987555
57,4,1877.59,1,3,Regular Customers,0.6013165767103797,0.5924409434413843
21,1,446.94000000000005,0,2,Recent Customers,-0.5372477439792412,-0.8947258202475722
41,7,2386.05,1,3,Regular Customers,1.2634810019677707,0.6548493113527977
137,1,2007.3999999999999,0,3,Regular Customers,-0.5272374703558298,0.815779031996017
8,12,2415.91,1,0,Champions,2.297139491905745,-0.1314501237822702
129,1,168.0,0,1,At Risk,-1.6780522864436278,-0.12355578185701024
40,3,1221.56,1,3,Regular Customers,0.3282215740735913,0.13073731504066477
169,7,3703.29,1,3,Regular Customers,0.9377583338790951,1.7012168509106362
9,5,1690.2600000000002,1,0,Champions,1.3879815047099402,-0.49044549983593905
214,2,596.85,0,1,At Risk,-0.9042796514959365,0.8106287554194347
15,6,5955.71,1,0,Champions,1.9449089367714305,0.3250217727252333
170,2,642.41,0,1,At Risk,-0.7819887997071595,0.6922216109713858
40,1,316.88,0,1,At Risk,-0.9376812193989282,-0.6249986928466574
186,1,394.14,0,1,At Risk,-1.4142169373661995,0.4162607285190897
270,1,140.54,0,1,At Risk,-2.0427375829563252,0.27754423627687835
172,1,500.0,0,1,At Risk,-1.2719425967421525,0.4533794320280184
5,4,1535.53,1,2,Recent Customers,1.3726463244745626,-0.9189621711660295
16,2,231.86,0,2,Recent Customers,-0.38207093834082956,-1.1413449551763062
10,4,2183.54,1,3,Regular Customers,1.3079488773372436,-0.4065552123353325
326,1,107.45,0,1,At Risk,-2.2407569691953295,0.2996385078745963
113,1,288.18,0,1,At Risk,-1.3731892451093368,-0.01118182199162007
290,1,94.0,0,1,At Risk,-2.2589859546812305,0.17747304267696468
16,2,1345.53,1,2,Recent Customers,0.4500003644340074,-0.502221481893488
1,3,815.77,1,2,Recent Customers,1.2907696869946779,-1.9309183196715511
92,5,716.2,0,3,Regular Customers,0.129354565482336,0.6107991341521656
149,2,626.77,0,1,At Risk,-0.7436044272847655,0.600195644248005
189,1,349.1,0,1,At Risk,-1.4776795337893043,0.3822736271506965
31,2,510.71000000000004,0,2,Recent Customers,-0.2503808326863688,-0.4536206390583962
34,4,1046.74,1,3,Regular Customers,0.5174090306929944,0.05958932312471623
264,1,267.18,0,1,At Risk,-1.7311635774621295,0.4961052895527627
84,8,3450.84,1,3,Regular Customers,1.2756485580015895,1.2811532504138872
26,4,1348.93,1,3,Regular Customers,0.736700999082373,-0.012628475542198972
171,1,190.53,0,1,At Risk,-1.7256579093791722,0.09949954311705524
10,3,774.9000000000001,1,2,Recent Customers,0.6152190704035174,-0.8689133453657861
313,1,559.61,0,1,At Risk,-1.446347865910652,0.8722131180368998
65,4,3984.32,1,3,Regular Customers,0.9085685069340336,0.9482695375344308
85,1,508.8,0,1,At Risk,-0.9966910888145771,0.01663522417499926
25,1,135.86,0,2,Recent Customers,-1.1632686911124828,-1.2206615682983708
59,4,950.36,0,3,Regular Customers,0.26575828466205775,0.36613348880910296
323,2,97.7,0,1,At Risk,-1.9150141714401416,0.41458454528038197
38,1,43.5,0,1,At Risk,-1.8508547741924637,-1.372795041948695
254,2,383.34,0,1,At Risk,-1.178946020456036,0.7578844509876145
19,5,1404.07,1,3,Regular Customers,1.0352985366333587,-0.11855325511351678
33,3,1430.54,1,3,Regular Customers,0.47455954257338223,0.06953001028861387
15,1,93.78,0,2,Recent Customers,-1.1520104696543643,-1.662251090210497
27,2,397.35,0,2,Recent Customers,-0.3181134816811958,-0.6294775873339393
23,1,171.19,0,2,Recent Customers,-1.0238074480449815,-1.1877676329360467
214,2,533.3,0,1,At Risk,-0.9575663946849802,0.7696985992256847
8,5,1041.48,1,2,Recent Customers,1.1987987334897752,-0.7334653294433442
22,1,149.29,0,2,Recent Customers,-1.072049974268015,-1.2642910511389434
12,3,1067.75,1,2,Recent Customers,0.7032394884181047,-0.6463857636045973
262,1,200.16,0,1,At Risk,-1.86461676187201,0.3865729395259483
131,1,156.57999999999998,0,1,At Risk,-1.7170589369280316,-0.13935890085327457
55,3,383.68,0,3,Regular Customers,-0.33913917841428937,-0.09274035830512183
249,1,594.0,0,1,At Risk,-1.3310489794780898,0.7494020411245321
2,7,3213.59,1,0,Champions,2.4127240164456687,-0.9097415196941784
9,2,1411.21,1,2,Recent Customers,0.6752809267234366,-0.8212605662004779
264,1,113.5,0,1,At Risk,-2.134709585071414,0.18613699097961278
331,1,155.17,0,1,At Risk,-2.0736500800805637,0.4420676116872516
313,1,494.64,0,1,At Risk,-1.5047522707819567,0.8273520274405987
26,3,974.52,1,3,Regular Customers,0.38076367559954993,-0.21629245450093618
30,1,429.84,0,2,Recent Customers,-0.6867072753345714,-0.6914965775131314
30,3,528.48,0,2,Recent Customers,0.03824578637685047,-0.3512702384265359
2,7,1371.77,1,0,Champions,2.0092796430761686,-1.2196317518466755
362,1,179.1,0,1,At Risk,-2.0401512459035285,0.5505812644635059
283,3,434.59000000000003,0,1,At Risk,-0.9004271374188451,0.9817990578031817
262,1,237.07,0,1,At Risk,-1.7847385549515833,0.4479283027938985
25,1,161.64,0,2,Recent Customers,-1.0814386100198639,-1.1578069481804578
354,1,214.26,0,1,At Risk,-1.9470801810231626,0.6014041112985702
94,3,234.6,0,1,At Risk,-0.7735020148857522,0.0637499728970331
29,1,126.14,0,2,Recent Customers,-1.2528638082980805,-1.1567756162074694
338,1,1044.65,0,1,At Risk,-1.1800379919178956,1.1478106123426013
20,18,7354.62,1,0,Champions,2.8445819201011147,0.9561948793836808
85,1,334.53,0,1,At Risk,-1.1950337354340297,-0.13571402856907064
9,3,524.88,1,2,Recent Customers,0.46720428148287446,-1.0709913691677904
51,2,467.51,0,2,Recent Customers,-0.4776646592151516,-0.17796285228765993
50,2,538.55,0,2,Recent Customers,-0.4033066497145277,-0.13885503433247154
2,1,454.48,0,2,Recent Customers,0.2317714475468551,-2.1517193241462347
113,1,371.56,0,1,At Risk,-1.2530625188676923,0.08108888876792411
14,7,1771.2,1,0,Champions,1.515572692332651,-0.10633675391698505
77,1,454.10999999999996,0,1,At Risk,-1.0132002502027513,-0.08659097109898903
40,2,1399.92,0,3,Regular Customers,0.1324808212866141,0.07029136135418897
116,1,905.5,0,1,At Risk,-0.8413693314054049,0.4214035724126734
16,12,10879.76,1,0,Champions,2.767563044163456,0.819673620465083
161,4,225.26,0,1,At Risk,-0.7946478016949888,0.4727183912969052
1,4,3590.41,1,0,Champions,2.1948807501679024,-1.3061958288941846
30,3,2564.5,1,3,Regular Customers,0.7864695538950344,0.22344898514748407
93,1,91.32000000000001,0,1,At Risk,-1.8408858079199564,-0.5493146728459264
23,3,1134.28,1,3,Regular Customers,0.4976688570722641,-0.23572269107066407
95,6,3100.09,1,3,Regular Customers,0.9509484093110726,1.2231427114478883
28,2,659.4599999999999,0,2,Recent Customers,-0.09178261547561668,-0.4230882255092608
33,5,1953.41,1,3,Regular Customers,0.989071524025073,0.338018906219683
21,2,1280.58,1,2,Recent Customers,0.3280692263230351,-0.35677960476777393
18,2,1262.2,1,2,Recent Customers,0.37722204286623895,-0.45497792466458736
3,27,13316.4,1,0,Champions,4.110357585431604,0.2695067157869574
8,4,1131.56,1,2,Recent Customers,1.0731201730736522,-0.7730223780788563
16,12,10384.93,1,0,Champions,2.745493906877516,0.8027220639968962
363,1,141.04,0,1,At Risk,-2.153768345291599,0.4658618512856694
81,1,52.83,0,1,At Risk,-2.0444878978850296,-0.832357485234313
53,5,3610.96,1,3,Regular Customers,1.1035586855128767,0.8549730765953327
23,3,972.08,1,3,Regular Customers,0.42456910215129384,-0.2918714479204793
172,1,475.86,0,1,At Risk,-1.2953578938798114,0.43539387479913344
189,6,1000.27,0,3,Regular Customers,0.15414209142330026,1.244188146991023
331,1,250.0,0,1,At Risk,-1.8486595776915797,0.6148853868742487
12,5,900.53,1,2,Recent Customers,0.9894506559542765,-0.5532573309612105
156,2,121.0,0,1,At Risk,-1.5377668138735678,0.03248748333258046
33,19,14758.220000000001,1,0,Champions,3.03713754014152,1.534903120755274
12,11,4023.7200000000003,1,0,Champions,2.3260448064096013,0.25677751580597186
45,3,62.43,0,1,At Risk,-1.118649724949208,-0.873911179937756
233,1,267.03,0,1,At Risk,-1.6839049801149846,0.4170343770409637
64,8,1921.55,1,3,Regular Customers,1.1006229571311423,0.8979386957064748
2,1,343.5,0,2,Recent Customers,0.09935984844160568,-2.253426186095276
40,8,3000.2,1,3,Regular Customers,1.4878232592470346,0.7680133471044418
33,2,397.99,0,2,Recent Customers,-0.3915195114519256,-0.5058104505551183
84,1,412.01000000000005,0,1,At Risk,-1.092055106647594,-0.06746132398708432
25,1,440.0,0,2,Recent Customers,-0.6084657344530375,-0.7945110791933346
2,3,734.37,1,2,Recent Customers,1.0861041903978679,-1.7121149739367931
33,2,148.44,0,2,Recent Customers,-0.8571598905553535,-0.863474145241923
19,8,2428.53,1,0,Champions,1.661840735931947,0.23598733098420094
254,1,229.33,0,1,At Risk,-1.7886100907104379,0.4163081486252716
23,11,3962.6,1,0,Champions,2.0845842904130305,0.6398731579319589
22,4,1497.31,1,3,Regular Customers,0.8473989154129639,-0.07629436606578865
8,2,1972.39,1,2,Recent Customers,0.8741794716263742,-0.7661907034346281
25,4,1564.73,1,3,Regular Customers,0.8214347279466419,0.017457866260932327
19,3,807.57,1,2,Recent Customers,0.40640241679649025,-0.47490191446798574
173,4,502.9,0,3,Regular Customers,-0.4422919201515812,0.8096346481171828
163,1,110.92,0,1,At Risk,-1.9622089641220115,-0.1263660346837911
7,1,538.46,0,2,Recent Customers,-0.06266826700050425,-1.468306961224574
11,1,213.3,0,2,Recent Customers,-0.655291622392362,-1.5474984788790092
114,1,85.13000000000001,0,1,At Risk,-1.9508186991367722,-0.4467664008785601
288,1,127.86,0,1,At Risk,-2.1118053180861844,0.2841286083187801
9,9,3546.71,1,0,Champions,2.2014756198324785,-0.02523167674926874
54,2,288.96999999999997,0,1,At Risk,-0.7265810664970416,-0.3171436576988164
7,14,4910.6,1,0,Champions,2.807847137287332,0.10688275440391184
77,3,1681.46,0,3,Regular Customers,0.2339472216514795,0.6547388599916545
4,4,575.63,1,2,Recent Customers,0.9775818965126072,-1.3914920995075222
37,1,436.06,0,2,Recent Customers,-0.7576852689422412,-0.5572074996992049
217,1,90.12,0,1,At Risk,-2.1684262415353035,-0.02081268567909332
60,1,428.93,0,1,At Risk,-0.9462791756971883,-0.26316389947823904
278,1,217.2,0,1,At Risk,-1.8486224225342363,0.45362575084530316
12,16,4794.86,1,0,Champions,2.7243323120644405,0.45385588446006825
24,1,279.77,0,2,Recent Customers,-0.8075690246904935,-0.9838160338394732
29,1,468.91,0,2,Recent Customers,-0.6330228418315063,-0.6806686887723125
12,4,800.59,1,2,Recent Customers,0.768763586993016,-0.6657915003918865
352,1,134.55,0,1,At Risk,-2.1642217967156876,0.42937585968157177
22,4,1400.44,1,3,Regular Customers,0.8157075305191547,-0.10063688084658616
50,2,173.16,0,1,At Risk,-0.9394632834797844,-0.5506830698060172
19,1,186.01,0,2,Recent Customers,-0.9150130003513086,-1.2732778027790983
3,3,758.29,1,2,Recent Customers,0.9913879384983904,-1.5180847992738804
104,5,1375.71,1,3,Regular Customers,0.3921904405766494,0.9252307175231934
7,12,4148.82,1,0,Champions,2.598449062585327,-0.009237242357839417
12,4,650.4300000000001,1,2,Recent Customers,0.6704107754779366,-0.741337418503736
5,7,2533.42,1,0,Champions,2.035219802080227,-0.5569147578053077
32,2,591.1899999999999,0,2,Recent Customers,-0.19287589317621442,-0.3809142505775791
178,4,675.64,0,3,Regular Customers,-0.31335129529929845,0.9349477931220538
38,1,921.37,0,2,Recent Customers,-0.4134724650594448,-0.26872526958091963
151,3,258.88,0,1,At Risk,-0.9065351354273263,0.39742495101167113
162,1,127.1,0,1,At Risk,-1.8958488325570733,-0.08106596050875466
69,2,327.6,0,1,At Risk,-0.7594048248001395,-0.11871362395822244
121,13,3675.77,1,3,Regular Customers,1.567335349350747,1.7022394924260627
25,3,682.9100000000001,0,2,Recent Customers,0.22678674622772074,-0.36956249633067234
24,4,720.86,1,3,Regular Customers,0.4692895817670041,-0.28940028629171394
177,1,455.3,0,1,At Risk,-1.327138965435523,0.43740456905822706
50,4,913.6800000000001,1,3,Regular Customers,0.3091972184305676,0.24878702633352134
256,3,478.53000000000003,0,1,At Risk,-0.8166975112181305,0.9534718961304444
47,1,388.58,0,1,At Risk,-0.9014541573413457,-0.4509946110081087
71,1,199.8,0,1,At Risk,-1.3705922849442804,-0.43533571449685676
16,5,1771.78,1,3,Regular Customers,1.2076035036537478,-0.1369162452767409
101,5,1406.59,1,3,Regular Customers,0.41378154300231784,0.9149334130041955
35,1,324.57,0,2,Recent Customers,-0.8766671881504865,-0.6987382665949066
53,1,240.68,0,1,At Risk,-1.1728348412118565,-0.5502187725654901
27,2,761.74,0,2,Recent Customers,-0.01010857529841637,-0.3928955000788753
